duration_minutes,departure_hour,day_of_week,month,days_advance,is_direct,is_international,is_weekend,is_peak_hour,is_busy_month,is_major_hub,distance_km,price
480,8,5,0,5,1,1,0,1,1,1,6398,600
200,8,5,0,5,1,1,0,1,1,0,2666,180
5882,7,5,0,5,0,1,0,1,1,1,78407,120
280,7,5,0,5,1,1,0,1,1,1,3732,380
210,6,5,0,4,1,1,0,1,1,0,2799,200
600,6,5,0,4,1,1,0,1,1,1,7998,750
270,6,5,0,4,1,1,0,1,1,1,3599,400
220,6,5,0,4,1,1,0,1,1,1,2933,280
280,17,4,0,4,1,1,0,1,1,1,3732,380
360,17,4,0,4,1,1,0,1,1,1,4799,550
660,17,4,0,4,1,1,0,1,1,1,8798,800
480,16,4,0,4,1,1,0,0,1,1,6398,600
210,16,4,0,4,1,1,0,0,1,0,2799,200
270,16,4,0,4,1,1,0,0,1,1,3599,400
240,15,4,0,4,1,1,0,0,1,1,3199,300
220,15,4,0,4,1,1,0,0,1,1,2933,280
200,15,4,0,4,1,1,0,0,1,0,2666,180
600,15,4,0,4,1,1,0,0,1,1,7998,750
240,8,4,0,4,1,1,0,1,1,1,3199,300
480,8,4,0,4,1,1,0,1,1,1,6398,600
280,8,4,0,4,1,1,0,1,1,1,3732,380
220,7,4,0,4,1,1,0,1,1,1,2933,280
200,7,4,0,4,1,1,0,1,1,0,2666,180
660,7,4,0,4,1,1,0,1,1,1,8798,800
600,7,4,0,4,1,1,0,1,1,1,7998,750
360,6,4,0,3,1,1,0,1,1,1,4799,550
270,6,4,0,3,1,1,0,1,1,1,3599,400
210,6,4,0,3,1,1,0,1,1,0,2799,200
600,17,3,0,3,1,1,0,1,1,1,7998,750
660,16,3,0,3,1,1,0,0,1,1,8798,800
220,16,3,0,3,1,1,0,0,1,1,2933,280
480,16,3,0,3,1,1,0,0,1,1,6398,600
360,16,3,0,3,1,1,0,0,1,1,4799,550
270,15,3,0,3,1,1,0,0,1,1,3599,400
280,15,3,0,3,1,1,0,0,1,1,3732,380
210,15,3,0,3,1,1,0,0,1,0,2799,200
200,15,3,0,3,1,1,0,0,1,0,2666,180
240,15,3,0,3,1,1,0,0,1,1,3199,300
220,8,3,0,3,1,1,0,1,1,1,2933,280
600,8,3,0,3,1,1,0,1,1,1,7998,750
240,8,3,0,3,1,1,0,1,1,1,3199,300
200,8,3,0,3,1,1,0,1,1,0,2666,180
480,6,3,0,2,1,1,0,1,1,1,6398,600
210,6,3,0,2,1,1,0,1,1,0,2799,200
280,6,3,0,2,1,1,0,1,1,1,3732,380
660,6,3,0,2,1,1,0,1,1,1,8798,800
360,6,3,0,2,1,1,0,1,1,1,4799,550
270,6,3,0,2,1,1,0,1,1,1,3599,400
1260,5,3,0,2,1,1,0,0,1,1,16796,3797.45
4320,4,3,0,2,0,1,0,0,1,1,57586,17844.13
240,17,2,0,2,1,1,0,1,1,1,3199,300
220,17,2,0,2,1,1,0,1,1,1,2933,280
280,16,2,0,2,1,1,0,0,1,1,3732,380
660,16,2,0,2,1,1,0,0,1,1,8798,800
600,16,2,0,2,1,1,0,0,1,1,7998,750
480,16,2,0,2,1,1,0,0,1,1,6398,600
360,15,2,0,2,1,1,0,0,1,1,4799,550
210,15,2,0,2,1,1,0,0,1,0,2799,200
200,15,2,0,2,1,1,0,0,1,0,2666,180
270,15,2,0,2,1,1,0,0,1,1,3599,400
600,8,2,0,2,1,1,0,1,1,1,7998,750
480,8,2,0,2,1,1,0,1,1,1,6398,600
360,8,2,0,2,1,1,0,1,1,1,4799,550
240,7,2,0,2,1,1,0,1,1,1,3199,300
280,7,2,0,2,1,1,0,1,1,1,3732,380
210,6,2,0,1,1,1,0,1,1,0,2799,200
270,6,2,0,1,1,1,0,1,1,1,3599,400
220,6,2,0,1,1,1,0,1,1,1,2933,280
660,6,2,0,1,1,1,0,1,1,1,8798,800
200,6,2,0,1,1,1,0,1,1,0,2666,180
1440,2,2,0,1,1,1,0,0,1,1,19195,6213.38
660,17,1,0,1,1,1,0,1,1,1,8798,800
240,17,1,0,1,1,1,0,1,1,1,3199,300
210,17,1,0,1,1,1,0,1,1,0,2799,200
200,16,1,0,1,1,1,0,0,1,0,2666,180
280,16,1,0,1,1,1,0,0,1,1,3732,380
220,16,1,0,1,1,1,0,0,1,1,2933,280
360,16,1,0,1,1,1,0,0,1,1,4799,550
480,15,1,0,1,1,1,0,0,1,1,6398,600
600,15,1,0,1,1,1,0,0,1,1,7998,750
270,15,1,0,1,1,1,0,0,1,1,3599,400
280,8,1,0,1,1,1,0,1,1,1,3732,380
220,8,1,0,1,1,1,0,1,1,1,2933,280
480,7,1,0,1,1,1,0,1,1,1,6398,600
200,7,1,0,1,1,1,0,1,1,0,2666,180
360,7,1,0,1,1,1,0,1,1,1,4799,550
660,7,1,0,1,1,1,0,1,1,1,8798,800
210,6,1,0,53,1,1,0,1,1,0,2799,200
270,6,1,0,5,1,1,0,1,1,1,3599,400
240,6,1,0,9,1,1,0,1,1,1,3199,300
600,6,1,0,8,1,1,0,1,1,1,7998,750
